0	0	13.18
0	1	13.57
0	2	13.93
0	3	14.26
0	4	14.56
0	5	14.83
0	6	15.07
0	7	15.27
0	8	15.43
0	9	15.56
0	10	15.65
0	11	15.71
0	12	15.72
0	13	15.71
0	14	15.65
0	15	15.56
0	16	15.43
0	17	15.27
0	18	15.07
0	19	14.83
0	20	14.56
0	21	14.26
0	22	13.93
0	23	13.57
0	24	13.18
0	25	12.76
0	26	12.31
0	27	11.84
0	28	11.34
0	29	10.82
0	30	10.27
0	31	9.71
0	32	9.12
0	33	8.52
0	34	7.90
0	35	7.26
0	36	6.03
0	37	4.62
0	38	3.19
0	39	1.77
0	40	0.34
0	41	-1.08
0	42	-2.51
0	43	-3.93
0	44	-5.35
0	45	-6.77
0	46	-7.48
0	47	-8.10
0	48	-8.69
0	49	-9.27
0	50	-9.83
0	51	-10.37
0	52	-10.88
0	53	-11.38
0	54	-11.85
0	55	-12.29
0	56	-12.72
0	57	-13.11
0	58	-13.48
0	59	-13.82
0	60	-14.13
0	61	-14.41
0	62	-15.54
0	63	-16.76
0	64	-17.94
0	65	-19.09
0	66	-20.21
0	67	-21.30
0	68	-22.35
0	69	-23.36
0	70	-24.34
0	71	-25.29
0	72	-26.20
0	73	-27.07
0	74	-27.92
0	75	-28.73
0	76	-29.50
0	77	-30.25
0	78	-30.96
0	79	-31.64
0	80	-32.30
0	81	-32.92
0	82	-33.52
0	83	-34.09
0	84	-34.63
0	85	-35.14
0	86	-35.64
0	87	-36.10
0	88	-36.54
0	89	-36.96
0	90	-37.35
0	91	-37.71
0	92	-38.03
0	93	-48.32
0	94	-38.14
0	95	-37.32
0	96	-36.30
0	97	-34.92
0	98	-33.05
0	99	-30.83
0	100	-28.42
0	101	-25.92
0	102	-23.37
0	103	-20.99
0	104	-19.17
0	105	-17.37
0	106	-15.57
0	107	-13.80
0	108	-12.05
0	109	-20.71
0	110	-10.07
0	111	-10.25
0	112	-10.47
0	113	-10.77
0	114	-11.14
0	115	-11.61
0	116	-12.17
0	117	-12.85
0	118	-13.64
0	119	-14.54
0	120	-15.54
0	121	-16.63
0	122	-17.80
0	123	-19.02
0	124	-20.30
0	125	-21.61
0	126	-22.94
0	127	-24.29
0	128	-25.66
0	129	-27.03
0	130	-28.39
0	131	-29.75
0	132	-31.09
0	133	-32.54
0	134	-34.84
0	135	-37.08
0	136	-39.20
0	137	-40.89
0	138	-41.73
0	139	-42.13
0	140	-42.41
0	141	-42.07
0	142	-41.28
0	143	-40.46
0	144	-39.59
0	145	-38.69
0	146	-37.75
0	147	-16.78
0	148	-35.76
0	149	-34.71
0	150	-33.63
0	151	-32.51
0	152	-31.35
0	153	-30.16
0	154	-28.93
0	155	-27.68
0	156	-26.39
0	157	-25.07
0	158	-23.72
0	159	-22.34
0	160	-20.93
0	161	-19.50
0	162	-18.04
0	163	-16.56
0	164	-15.05
0	165	-13.52
0	166	-12.60
0	167	-12.02
0	168	-11.43
0	169	-10.82
0	170	-10.20
0	171	-9.55
0	172	-8.90
0	173	-8.22
0	174	-7.54
0	175	-6.84
0	176	-6.12
0	177	-5.40
0	178	-4.66
0	179	-3.91
0	180	-3.15
0	181	-2.39
0	182	-1.61
0	183	-0.83
0	184	-0.03
0	185	0.00
0	186	0.00
0	187	0.00
0	188	0.00
0	189	0.00
0	190	0.00
0	191	0.00
0	192	0.00
0	193	0.00
0	194	0.00
0	195	0.00
0	196	0.00
0	197	0.00
0	198	0.00
0	199	0.00
1	0	14.09
1	1	14.49
1	2	14.87
1	3	15.21
1	4	15.52
1	5	15.80
1	6	16.04
1	7	16.25
1	8	16.42
1	9	16.55
